U91;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;x
1270078;Minister of Security;Mulla Othman Al Othman;1933;1964;1964;PA;Man of the People;Very High;unknownminister;X
1270100;Head of State;Ahmad Al-Jaber Al-Sabah;1936;1964;1964;PA;Benevolent Gentleman;Very High;kuwait1;x
1270101;Head of Government;Ahmad Al-Jaber Al-Sabah;1936;1964;1964;PA;Naive Optimist;Very High;kuwait1;x
1270102;Foreign Minister;Mulla Othman Al Othman;1936;1964;1964;PA;Great Compromiser;Very High;kuwait4;x
1270103;Minister of Armament;Helal Al-Mutairi;1936;1964;1964;SC;Resource Industrialist;Very High;unknown;x
1270104;Minister of Security;Mulla Othman Al Othman;1936;1964;1964;PA;Man of the People;Very High;kuwait4;x
1270105;Head of Military Intelligence;Ahmad Al-Jaber Al-Sabah;1936;1964;1964;PA;Political Specialist;Very High;kuwait1;x
1270106;Chief of Staff;Ahmad Al-Jaber Al-Sabah;1936;1964;1964;PA;School of Mass Combat;Very High;kuwait1;x
1270107;Chief of Army;Abdullah III Al-Salim Al-Sabah;1936;1964;1964;PA;Guns and Butter Doctrine;Very High;kuwait2;x
1270108;Chief of Navy;Abdullah III Al-Salim Al-Sabah;1936;1964;1964;PA;Open Seas Doctrine;Very High;kuwait2;x
1270109;Chief of Air Force;Abdullah III Al-Salim Al-Sabah;1936;1964;1964;PA;Army Aviation Doctrine;Very High;kuwait2;x
1270110;Head of Government;Abdullah III Al-Salim Al-Sabah;1939;1964;1964;PA;Corporate Suit;Very High;kuwait2;x
1270111;Head of Government;Helal Al-Mutairi;1936;1964;1964;SC;Corporate Suit;Very High;unknown;x
1270112;Head of Military Intelligence;John More;1936;1964;1964;SL;Political Specialist;Very High;kuwait3;x
1270113;Chief of Staff;John More;1936;1964;1964;SL;School of Mass Combat;Very High;kuwait3;x
1270114;Chief of Army;John More;1936;1964;1964;SL;Guns and Butter Doctrine;Very High;kuwait3;x
1270115;Chief of Navy;John More;1936;1964;1964;SL;Open Seas Doctrine;Very High;kuwait3;x
1270116;Chief of Air Force;John More;1936;1964;1964;SL;Army Aviation Doctrine;Very High;kuwait3;x
1270117;Head of State;Abdullah III Al-Salim Al-Sabah;1950;1964;1964;PA;Resigned Generalissimo;Very High;kuwait2;x
1270118;Head of Government;Sabah III Al-Salim Al-Sabah;1950;1964;1964;SL;Silent Workhorse;Very High;M900118;x
1270119;Head of Government;Jaber Al-Ahmad Al-Jaber Al-Sabah;1962;1964;1964;SL;Old Airmarshal;Very High;M900119;x
